query,length,keyword_count,special_character_count,contains_sensitive_column,is_select_star,label
SELECT COUNT(*) FROM pkusjjouqn WHERE dokywe > 10;,50,1,3,0,0,0
UPDATE xelwguooyl SET mcipux='hacked' WHERE snixql='admin';,59,1,7,0,0,1
DROP TABLE iftgsnmvhd;,22,1,1,0,0,1
DROP TABLE inqujwpici;,22,1,1,0,0,1
SELECT COUNT(*) FROM ueakhjwhox WHERE ltymnx > 10;,50,1,3,0,0,0
DELETE FROM yoxznktjcp WHERE ybylnk=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM ixijawtsvl WHERE qblfbb='admin' OR 1=1;,53,2,5,0,1,1
DROP TABLE zwngssxmhq;,22,1,1,0,0,1
SELECT uqpxks FROM fxszakuipb WHERE glzjtu='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
UPDATE phsgeohyqj SET yewyvs='hacked' WHERE ektaay='admin';,59,1,7,0,0,1
SELECT uhxjii FROM zwjxevxghs WHERE xjjhjz LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM hqfztvoouq WHERE eevdhg BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE tldwntqqiy;,22,1,1,0,0,1
"SELECT sculim, AVG(qsqfzt) FROM xqkwpzpunw GROUP BY sculim;",59,1,3,0,0,0
"SELECT aegjxn, shdnsq FROM hakwcenuuc WHERE aegjxn='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT idlxgf FROM wtccgyukwj WHERE sbwrkj LIKE 'test%';,56,1,3,1,0,0
"SELECT eiuecs, txioqf FROM ryinbshozx WHERE eiuecs='value';",59,1,4,0,0,0
UPDATE ufcyrquyao SET zbmthh='hacked' WHERE jjrfsa='admin';,59,1,7,0,0,1
UPDATE csixakrszw SET gfkgde='hacked' WHERE umluyp='admin';,59,1,7,0,0,1
"SELECT peohwt, ihdocz FROM gyjweisfdw WHERE peohwt='value';",59,1,4,0,0,0
UPDATE svjjpjclpo SET sxlvav='hacked' WHERE xzkjoy='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM oyzqrelvic WHERE oaliin > 10;,50,1,3,0,0,0
SELECT * FROM lrhirtmgyg WHERE jslfuv BETWEEN 100 AND 500;,58,2,1,0,1,0
DELETE FROM sfarimkwgj WHERE nnrbak=10 OR 1=1;,46,2,3,0,0,1
"SELECT mmxved, noorft FROM sqlwuemjcr WHERE mmxved='value';",59,2,4,0,0,0
DROP TABLE npfmqrwjin;,22,1,1,0,0,1
SELECT eoetjr FROM ltqkyrkwud WHERE qhzsch LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM vxetskwegq WHERE bwbmqc BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM dabbmjldeh WHERE kjznpz BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM htljkvobrw WHERE dtpias > 10;,50,1,3,0,0,0
UPDATE zzcjkitway SET tjxfli='hacked' WHERE kxgsbn='admin';,59,1,7,0,0,1
SELECT * FROM xhwootxnyr WHERE nyjvdh='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM lwzvzayher WHERE viygfz='admin' OR 1=1;,53,2,5,0,1,1
UPDATE wdilodpnzv SET nbdwgg='hacked' WHERE dgkehl='admin';,59,1,7,0,0,1
DROP TABLE ukzldwbaab;,22,1,1,0,0,1
DROP TABLE imbsdjdnuo;,22,1,1,0,0,1
SELECT * FROM qptymwkwiy WHERE cdigmj BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM qrzbnykrll WHERE fxwkrc='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM uhzwiqetjy WHERE tekqds > 10;,50,1,3,0,0,0
SELECT * FROM ljtiauxpyq WHERE iuokrm BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT joutyo, wforkt FROM hzwgkdabsy WHERE joutyo='value';",59,2,4,0,0,0
SELECT uqhszl FROM zfvnqbiflg WHERE jtbzxx LIKE 'test%';,56,1,3,0,0,0
UPDATE yvonohdeev SET abkdlz='hacked' WHERE wzckhd='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM xppakulaww WHERE cgxbip > 10;,50,1,3,0,0,0
"SELECT iofbmn, srydao FROM xmdrfeuzfb WHERE iofbmn='value';",59,1,4,0,0,0
"SELECT wmbvay, asjvvz FROM toajdjmmld WHERE wmbvay='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT jeswlw FROM lksiyqxugc WHERE gjesju LIKE 'test%';,56,1,3,0,0,0
"SELECT cpbahd, AVG(viiliz) FROM bjrnmpedzf GROUP BY cpbahd;",59,1,3,0,0,0
SELECT * FROM gdzjzjstth WHERE gjyjmy='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM gjkhhdgrox WHERE woqnmr='admin' OR 1=1;,53,2,5,0,1,1
SELECT hxsizx FROM flarthfnfx WHERE yaxfpv='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT aqogtq FROM bekpaeptqx WHERE gcofgr='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT cdovbh, wspdyp FROM vyqjwadyhv WHERE cdovbh='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM fqukqpgxip WHERE tlaczi BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT qyyqpz FROM fqvtbdtkxz WHERE eoxdmb='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT COUNT(*) FROM glwuwjeoqy WHERE qnwkgh > 10;,50,1,3,0,0,0
"SELECT pcukvy, bkrliu FROM nbwbzqeyyt WHERE pcukvy='value';",59,1,4,0,0,0
SELECT xcdkjz FROM novrnboidy WHERE oudmpe LIKE 'test%';,56,1,3,1,0,0
DELETE FROM zuxhznlohd WHERE czcwug=10 OR 1=1;,46,2,3,0,0,1
"SELECT akizlj, AVG(ywwlpq) FROM sresscqlfr GROUP BY akizlj;",59,1,3,0,0,0
UPDATE wauxilxxkw SET nycoad='hacked' WHERE wsxibz='admin';,59,1,7,0,0,1
UPDATE idhjvvbyby SET flxrlr='hacked' WHERE zuehut='admin';,59,1,7,1,0,1
"SELECT kailie, cggetm FROM oqhcuatnlw WHERE kailie='value';",59,1,4,0,0,0
"SELECT byddid, AVG(sgocdp) FROM xiyqnwstuw GROUP BY byddid;",59,1,3,1,0,0
SELECT hhileu FROM yqgwiekyof WHERE ifvkpi='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM snmbyypbwy WHERE yuqgsz=10 OR 1=1;,46,2,3,0,0,1
"SELECT wogjte, bztmgd FROM fjzvuxqvqe WHERE wogjte='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM hfqsepxzek WHERE mmlxib > 10;,50,1,3,0,0,0
SELECT * FROM cxvcgadmat WHERE kobhjx='admin' OR 1=1;,53,2,5,0,1,1
"SELECT yvluns, wdenqh FROM kiwomrqyxf WHERE yvluns='value';",59,1,4,0,0,0
SELECT ymqtva FROM whxnsqvjyh WHERE cgyaon='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM tcajybhhtl WHERE vtxmym=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM ltesbdzoqv WHERE ndagzf BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE ltxirmwhyo;,22,1,1,0,0,1
"SELECT xokrnl, buirmn FROM cecftuugye WHERE xokrnl='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM bfoaqqyxud WHERE wixyto='admin' OR 1=1;,53,2,5,0,1,1
UPDATE ukyrtfzwqy SET iizpzp='hacked' WHERE yndzjs='admin';,59,1,7,0,0,1
"SELECT ywqmkc, acyefm FROM xelizjxnlt WHERE ywqmkc='value';",59,1,4,0,0,0
DELETE FROM vcrshfivxt WHERE bqtzci=10 OR 1=1;,46,2,3,0,0,1
SELECT vbhmih FROM taovtvqigl WHERE nawtqx='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT lnwqbu FROM zhxbtpdzdp WHERE rrxoek LIKE 'test%';,56,1,3,0,0,0
UPDATE mefrnteqxb SET nrjskj='hacked' WHERE zxfeaj='admin';,59,1,7,0,0,1
"SELECT ahqskr, AVG(hxlwza) FROM skeczdkhil GROUP BY ahqskr;",59,1,3,0,0,0
"SELECT dvojgr, AVG(dirpcl) FROM kjueqcnasm GROUP BY dvojgr;",59,1,3,0,0,0
DELETE FROM owlkskvdmh WHERE ueqfjo=10 OR 1=1;,46,2,3,0,0,1
"SELECT shidrh, xjcdqs FROM fuxfcuvtsq WHERE shidrh='value';",59,1,4,1,0,0
SELECT * FROM kdxududjlm WHERE rqhmnx BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT vduzqv FROM jfsekeoonm WHERE ixxdnr LIKE 'test%';,56,1,3,0,0,0
UPDATE aqbcplmhor SET xvhwut='hacked' WHERE kbwhjp='admin';,59,2,7,0,0,1
"SELECT hzviys, AVG(zmowmk) FROM yqzuuvvdzz GROUP BY hzviys;",59,1,3,0,0,0
SELECT dhcnbd FROM taixcdenzp WHERE qfujxc LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM twetggtcsq WHERE znqfzh='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM sqlnqurkhi WHERE usehsq > 10;,50,1,3,0,0,0
DELETE FROM lhdaaletnz WHERE gckarm=10 OR 1=1;,46,2,3,0,0,1
"SELECT tfytnz, AVG(asgcim) FROM pjertujwdt GROUP BY tfytnz;",59,1,3,0,0,0
SELECT * FROM avdnpevurz WHERE nmqsbv BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM zyjztwqmyy WHERE bdatpb='admin' OR 1=1;,53,2,5,0,1,1
"SELECT prohso, bklplv FROM ebtrbhcrkz WHERE prohso='value';",59,1,4,0,0,0
SELECT * FROM ejilcdlfaf WHERE kyfnis='admin' OR 1=1;,53,2,5,0,1,1
UPDATE vfexbjeoqo SET ucsfcg='hacked' WHERE juhfbj='admin';,59,1,7,0,0,1
"SELECT faxomv, AVG(dwlwyo) FROM mciyaqscbf GROUP BY faxomv;",59,1,3,0,0,0
DROP TABLE ddonyizvov;,22,1,1,0,0,1
"SELECT vakrvu, pquotd FROM yopbdvvbwm WHERE vakrvu='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM zwsqpcjmwv WHERE eyysug > 10;,50,1,3,0,0,0
SELECT ejrxea FROM zrelvczgog WHERE eilhbk='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM mgiewmmyet WHERE nrgkoj BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT dpjujz, AVG(jeekat) FROM sadxtzplzv GROUP BY dpjujz;",59,1,3,0,0,0
SELECT jkeajo FROM ghbrngjshi WHERE rtekxv='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT azoipk, ujkklm FROM paxoxtniyj WHERE azoipk='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT hoolbq, AVG(mllyfk) FROM zmpewxzdga GROUP BY hoolbq;",59,1,3,0,0,0
SELECT mxdnup FROM rqztiioybk WHERE ydstqu='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DROP TABLE rhifcfuywu;,22,1,1,0,0,1
DELETE FROM lgvszrcuwc WHERE voanov=10 OR 1=1;,46,2,3,0,0,1
"SELECT uxgkys, AVG(onnusd) FROM gpvopwmhbn GROUP BY uxgkys;",59,1,3,0,0,0
DROP TABLE waycnxuscv;,22,1,1,0,0,1
SELECT * FROM kvxgoluicu WHERE xmjcfh='admin' OR 1=1;,53,2,5,0,1,1
SELECT iuzlkh FROM ttohqhnlvg WHERE bcputl LIKE 'test%';,56,1,3,0,0,0
"SELECT xbdags, AVG(nbkezh) FROM rnsljyfipi GROUP BY xbdags;",59,1,3,0,0,0
SELECT ekeqaa FROM elcjbzebes WHERE guldfe='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM harltfclke WHERE azuhsh='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM zuxsuowgia WHERE ruhtlw BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT vlwplb, AVG(ykwrhy) FROM kpsgjahqyf GROUP BY vlwplb;",59,1,3,0,0,0
SELECT * FROM dhrzdcwfal WHERE nyupgr BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT ixgmwx, drwiqd FROM dzolwacxey WHERE ixgmwx='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM mlnfimuqyc WHERE sxawfs='admin' OR 1=1;,53,2,5,0,1,1
SELECT kovejs FROM gcsfdconhb WHERE aeutch LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM sgsovhymtp WHERE hdmept BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT jnwjff FROM beigquybbp WHERE eknhhe='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT eehpep, AVG(gysses) FROM dfhfesipoh GROUP BY eehpep;",59,1,3,0,0,0
DROP TABLE nfrngmmenj;,22,1,1,0,0,1
"SELECT nsflwd, uroiry FROM pfkkpggcja WHERE nsflwd='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM amqndmqdzz WHERE kfsiiu > 10;,50,1,3,0,0,0
"SELECT jposmg, kmnxlh FROM ocbedrrnso WHERE jposmg='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM eaiiouowgw WHERE pjlmmt=10 OR 1=1;,46,2,3,0,0,1
DELETE FROM xssqaipalc WHERE rdtdab=10 OR 1=1;,46,2,3,0,0,1
"SELECT qotjgk, AVG(dixyxf) FROM awxyuvgjem GROUP BY qotjgk;",59,1,3,0,0,0
SELECT * FROM ppaxavguel WHERE jepkac BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE dwhjyvlqgc;,22,1,1,0,0,1
SELECT * FROM etemdnffll WHERE cnuhti BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT gwfaly FROM ojkpvelltv WHERE whfbbj LIKE 'test%';,56,1,3,0,0,0
SELECT thoyrm FROM lacebwygna WHERE lifpzg='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT COUNT(*) FROM bffigxxrgy WHERE afgoyq > 10;,50,1,3,0,0,0
SELECT * FROM otgxtwhyyg WHERE kvixkc BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM fuciebhpjd WHERE eksxov > 10;,50,1,3,0,0,0
SELECT * FROM qetklauouo WHERE opauup BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM hsharnfsft WHERE hymraf BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM bvxdxmiztl WHERE vhetja > 10;,50,1,3,0,0,0
"SELECT avgiuh, xiycfc FROM ztkbwoqmwl WHERE avgiuh='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM mnysggigpg WHERE ipozik > 10;,50,1,3,0,0,0
UPDATE wgjcpgqret SET venvsk='hacked' WHERE qixiai='admin';,59,1,7,0,0,1
DELETE FROM kuhzcqcidx WHERE oagkkx=10 OR 1=1;,46,2,3,1,0,1
"SELECT jcmdbq, AVG(ttvdso) FROM ydzxanfabr GROUP BY jcmdbq;",59,1,3,0,0,0
DROP TABLE ogjvqdylfw;,22,1,1,0,0,1
SELECT * FROM dwrlmtqhbg WHERE iksvzd='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM zauwlgnkmr WHERE ahlryy='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM tvhfcgxpwg WHERE tztyrq > 10;,50,1,3,0,0,0
UPDATE whubekytaz SET nfuxge='hacked' WHERE lpgkme='admin';,59,1,7,0,0,1
UPDATE wsowjwwmqp SET glkjrv='hacked' WHERE mhupez='admin';,59,1,7,0,0,1
"SELECT pccwhc, xelskl FROM vlixkmvgzv WHERE pccwhc='value';",59,1,4,0,0,0
SELECT * FROM ytsqmlhexa WHERE xvwozc='admin' OR 1=1;,53,2,5,0,1,1
UPDATE yfnvkbsbff SET rnqzei='hacked' WHERE kwyeik='admin';,59,1,7,0,0,1
SELECT pbgipu FROM ypbkpuypix WHERE ogbxqk LIKE 'test%';,56,1,3,0,0,0
SELECT snrcmd FROM zjrdhqiapw WHERE ntxqlk LIKE 'test%';,56,1,3,0,0,0
"SELECT nbejgs, eniglh FROM mpdmydltzk WHERE nbejgs='value';",59,1,4,0,0,0
"SELECT eawwil, omnkos FROM zrreohdygy WHERE eawwil='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT tgepvr FROM slxpsaxhlm WHERE irlsuc='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT COUNT(*) FROM mdeqeruscs WHERE zhwqrw > 10;,50,1,3,0,0,0
"SELECT xdapqg, sfzpgo FROM fhaucbfqdq WHERE xdapqg='value';",59,1,4,0,0,0
DROP TABLE doamdljzvb;,22,1,1,0,0,1
SELECT yxhgkh FROM czthatbrth WHERE mszgta='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT fcbcwn, AVG(zfplbb) FROM ycyfgnwmyg GROUP BY fcbcwn;",59,1,3,0,0,0
"SELECT tvtcie, bpzvoh FROM azeccbiijr WHERE tvtcie='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM fbugpmorvp WHERE jqlhsp='admin' OR 1=1;,53,3,5,0,1,1
"SELECT mxoycz, AVG(hqnlgb) FROM xglyoskwrz GROUP BY mxoycz;",59,1,3,0,0,0
"SELECT hxcrsx, iznkay FROM lviprjbpro WHERE hxcrsx='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT mdhuou FROM hylxwsofnj WHERE euabjq LIKE 'test%';,56,1,3,0,0,0
"SELECT qpccmf, AVG(vypxms) FROM djqvhkbqiu GROUP BY qpccmf;",59,1,3,0,0,0
UPDATE zswansyzlm SET chssvd='hacked' WHERE uagabz='admin';,59,1,7,0,0,1
"SELECT xjvccv, AVG(zbqjwc) FROM plpwtltxot GROUP BY xjvccv;",59,1,3,0,0,0
DROP TABLE kqnltpdtnk;,22,1,1,0,0,1
UPDATE azyaoumaui SET udklcz='hacked' WHERE uwntyt='admin';,59,1,7,0,0,1
UPDATE praaungovi SET vijzcw='hacked' WHERE gsrjof='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM viplhkfncg WHERE yfaqdt > 10;,50,1,3,0,0,0
UPDATE peetdpjxqs SET xzapil='hacked' WHERE nanptu='admin';,59,1,7,0,0,1
"SELECT avvqpw, vzdasg FROM ufphrsuejs WHERE avvqpw='value';",59,1,4,0,0,0
DROP TABLE pstqtcejor;,22,2,1,0,0,1
"SELECT etyeth, AVG(pqlmky) FROM ufdreksikv GROUP BY etyeth;",59,1,3,0,0,0
SELECT rietpr FROM hlymkdqoiz WHERE zwnmbu='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM jqkiqpofrk WHERE qzbmri=10 OR 1=1;,46,2,3,0,0,1
DROP TABLE yhmlagleam;,22,1,1,0,0,1
DELETE FROM jzxourxjzn WHERE bnbdfk=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM rphytuymvh WHERE ryrpjn > 10;,50,1,3,0,0,0
SELECT * FROM mcqdgxnosr WHERE sngexx BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE qcukqacctr SET dolzml='hacked' WHERE smspsa='admin';,59,1,7,0,0,1
DROP TABLE zlpugfsljo;,22,1,1,0,0,1
"SELECT olxtqi, spdpjm FROM bzgtbcyjvu WHERE olxtqi='value';",59,1,4,0,0,0
UPDATE epfilyoekw SET uhejrt='hacked' WHERE ghghnd='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM fvhwdlmobd WHERE qzohyf > 10;,50,1,3,0,0,0
"SELECT nmiend, AVG(nbxcce) FROM klgnmyjzcy GROUP BY nmiend;",59,1,3,0,0,0
"SELECT kdijps, xnxets FROM vkbykxnmkt WHERE kdijps='value';",59,1,4,0,0,0
DELETE FROM wfbaccpqqs WHERE zxnjuv=10 OR 1=1;,46,2,3,0,0,1
"SELECT brqmlt, AVG(bicxcb) FROM sqxqusdjjz GROUP BY brqmlt;",59,1,3,0,0,0
SELECT * FROM tqlhffxvjz WHERE bsmfqy='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM nuydtduvrx WHERE okdyku BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT gdlmxc, AVG(tdnxcj) FROM zgebjfirsp GROUP BY gdlmxc;",59,1,3,0,0,0
DROP TABLE bqqpegfrxx;,22,1,1,0,0,1
DELETE FROM gbehuqrrcu WHERE ixpmyj=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM fcehwbhist WHERE lqzmka BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT kixvdy, leorda FROM gobwwaancw WHERE kixvdy='value';",59,2,4,0,0,0
SELECT tdomuw FROM mxhhnbowfp WHERE brmkms='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT oppmoi FROM sgrdmvjnpb WHERE fgjqcw LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM dndzostnav WHERE ldvfhp='admin' OR 1=1;,53,2,5,0,1,1
DELETE FROM mujqfqlcwh WHERE mdojrg=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM ctkyunxdjv WHERE nysxbc='admin' OR 1=1;,53,2,5,0,1,1
SELECT jsspsw FROM bqzhwbnrae WHERE ldxsib LIKE 'test%';,56,1,3,0,0,0
DROP TABLE xkkorpdgsk;,22,2,1,0,0,1
"SELECT tgtslc, oljvih FROM fmfslpotzz WHERE tgtslc='value';",59,1,4,0,0,0
DELETE FROM razmiaebns WHERE nokufl=10 OR 1=1;,46,2,3,0,0,1
"SELECT hfsbqb, AVG(spxogx) FROM paalqkqpje GROUP BY hfsbqb;",59,1,3,0,0,0
"SELECT dbdlki, AVG(skuqeg) FROM vlojvjfaqa GROUP BY dbdlki;",59,1,3,0,0,0
SELECT * FROM gxhqiehrjc WHERE muphsv BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM epwfjjtbjg WHERE erwlms='admin' OR 1=1;,53,2,5,0,1,1
"SELECT gmricu, atlgdt FROM rvwmbmniba WHERE gmricu='value';",59,1,4,0,0,0
SELECT * FROM oammtsbqix WHERE zxrwdw='admin' OR 1=1;,53,2,5,0,1,1
UPDATE kopcmezemk SET tfbabc='hacked' WHERE czjgzl='admin';,59,1,7,0,0,1
"SELECT tyojaw, wjgchd FROM cfvshggucn WHERE tyojaw='value';",59,1,4,0,0,0
SELECT * FROM szglrhjapl WHERE cxvaub BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT kupgle FROM ypaqwbknkl WHERE xbgdiw='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT htfzhm, zapzld FROM isgnoovoco WHERE htfzhm='value';",59,1,4,0,0,0
DELETE FROM kbpdobjfuk WHERE uejogw=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM cpafuarvhp WHERE caetyg='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM qahqfhtjjr WHERE keuyng > 10;,50,1,3,0,0,0
"SELECT beuxyn, xlzkfg FROM pginqehrpy WHERE beuxyn='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM ixondwdzpg WHERE zxptra='admin' OR 1=1;,53,2,5,0,1,1
"SELECT mbntas, wpoyiw FROM opjmyltfij WHERE mbntas='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM qitbkdgjov WHERE bvrzyf > 10;,50,1,3,0,0,0
"SELECT bueqbd, oupjhb FROM rgqunoxkrq WHERE bueqbd='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT yijnvd FROM kzteylrfpe WHERE ugowgi='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT lcthuc, AVG(rniajv) FROM kkazwrsnpx GROUP BY lcthuc;",59,1,3,0,0,0
"SELECT hacqfg, oulaib FROM ckqemwwddn WHERE hacqfg='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM oouybtlurz WHERE ocyyeb > 10;,50,1,3,0,0,0
SELECT * FROM guwujjeoul WHERE dvncgq BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM vsxibtyibg WHERE wbsezr > 10;,50,1,3,0,0,0
DROP TABLE afbyluszrs;,22,1,1,0,0,1
SELECT * FROM zmynxqkikw WHERE iutbsk='admin' OR 1=1;,53,2,5,0,1,1
"SELECT ctzhtq, roqwby FROM nzlnfgwafj WHERE ctzhtq='value';",59,1,4,0,0,0
UPDATE fwlewdgzkg SET htmsli='hacked' WHERE bennnm='admin';,59,1,7,0,0,1
"SELECT itjnyz, iiemks FROM eytqjjjazv WHERE itjnyz='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
UPDATE jzbjdaipjs SET hnjxhv='hacked' WHERE mkiuhq='admin';,59,1,7,0,0,1
SELECT * FROM nxkimiffml WHERE juoptx BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM iimnrtyxfd WHERE nlivsu > 10;,50,1,3,0,0,0
"SELECT ulazfi, wcnyvp FROM guziyisxap WHERE ulazfi='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT llzaxm, jgwjbt FROM vyifcdgbeh WHERE llzaxm='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE niogapurbm;,22,1,1,0,0,1
SELECT COUNT(*) FROM kbrzdeexfr WHERE hskygd > 10;,50,1,3,0,0,0
UPDATE hqnuecimwy SET obsrxp='hacked' WHERE mdjmkz='admin';,59,1,7,0,0,1
DROP TABLE nottqihybi;,22,1,1,0,0,1
SELECT * FROM focnnmxwnd WHERE zqzatf BETWEEN 100 AND 500;,58,2,1,0,1,0
DELETE FROM tdloepakwm WHERE znpaqj=10 OR 1=1;,46,2,3,0,0,1
DELETE FROM fidccefoct WHERE mpshop=10 OR 1=1;,46,2,3,1,0,1
DROP TABLE qxkbdbpsmg;,22,1,1,0,0,1
DELETE FROM mpmgabhrxp WHERE qesurs=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM aozfioxngx WHERE tvgqot BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM ajaadeknuz WHERE vhfcef > 10;,50,1,3,0,0,0
UPDATE xiwlubrqsl SET efuktf='hacked' WHERE okdxou='admin';,59,1,7,0,0,1
SELECT * FROM obwmpkyotm WHERE bdrabc BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE lrlqreqrbw SET qryixz='hacked' WHERE fenehv='admin';,59,1,7,0,0,1
DROP TABLE qithzobxat;,22,1,1,0,0,1
SELECT * FROM lhsbzpftmu WHERE isnhol BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT eehcnu, AVG(fpqkyl) FROM kmurkhrsoo GROUP BY eehcnu;",59,1,3,0,0,0
SELECT COUNT(*) FROM rfkhzhksnc WHERE ovyzfj > 10;,50,1,3,0,0,0
"SELECT fprstl, ztrjws FROM uuenakeski WHERE fprstl='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM vpifwvszff WHERE xltzfn=10 OR 1=1;,46,2,3,0,0,1
"SELECT sjugga, dzmohv FROM zrryvmssky WHERE sjugga='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT loauep, jyeqtt FROM yzushtecsu WHERE loauep='value';",59,1,4,0,0,0
