Query_ID,Query_String,Length,Special_Chars,Keyword_Count,Mutation_Count,Anomaly_Score,Label
3896,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",149,8,1,3,0.9721,Safe
3897,SELECT COUNT(*) FROM employees WHERE department='HR';,30,10,5,2,0.3008,Safe
3898,DROP TABLE users; --,72,8,4,1,0.2662,Malicious
3899,SELECT * FROM users WHERE username='john_doe' AND password='1234';,38,1,5,0,0.4279,Safe
3900,SELECT COUNT(*) FROM employees WHERE department='HR';,44,6,5,2,0.9184,Safe
3901,SELECT COUNT(*) FROM employees WHERE department='HR';,36,0,1,2,0.9331,Safe
3902,UPDATE accounts SET balance=5000 WHERE account_id=202;,60,0,2,0,0.4946,Safe
3903,DROP TABLE users; --,144,2,5,2,0.5068,Malicious
3904,UPDATE accounts SET balance=999999 WHERE account_id=202; --,110,8,2,1,0.4942,Malicious
3905,DELETE FROM logs WHERE timestamp < '2024-01-01';,196,0,3,0,0.8076,Safe
3906,UPDATE accounts SET balance=999999 WHERE account_id=202; --,104,6,4,2,0.4104,Malicious
3907,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,103,7,2,3,0.2848,Malicious
3908,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",113,5,2,1,0.2167,Safe
3909,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",80,5,5,1,0.3383,Safe
3910,SELECT COUNT(*) FROM employees WHERE department='HR';,106,6,1,1,0.2654,Safe
3911,SELECT * FROM users WHERE username='john_doe' AND password='1234';,125,4,3,1,0.8387,Safe
3912,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",98,6,3,0,0.0211,Safe
3913,SELECT COUNT(*) FROM employees WHERE department='HR';,72,6,1,3,0.0115,Safe
3914,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",96,0,4,0,0.1554,Malicious
3915,SELECT * FROM users WHERE username='john_doe' AND password='1234';,168,7,1,0,0.5876,Safe
3916,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",103,7,2,3,0.8709,Safe
3917,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",170,1,4,0,0.8603,Malicious
3918,SELECT * FROM users WHERE username='' OR '1'='1'; --,127,5,5,1,0.0484,Malicious
3919,SELECT COUNT(*) FROM employees WHERE department='HR';,181,9,2,1,0.865,Safe
3920,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",196,5,1,0,0.194,Malicious
3921,SELECT COUNT(*) FROM employees WHERE department='HR';,43,7,2,3,0.1882,Safe
3922,SELECT COUNT(*) FROM employees WHERE department='HR';,58,2,1,3,0.6644,Safe
3923,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,65,10,3,1,0.7425,Malicious
3924,DELETE FROM logs WHERE timestamp < '2024-01-01';,108,4,3,3,0.5409,Safe
3925,SELECT COUNT(*) FROM employees WHERE department='HR';,70,2,5,2,0.2535,Safe
3926,SELECT * FROM users WHERE username='john_doe' AND password='1234';,114,9,1,0,0.4148,Safe
3927,SELECT * FROM users WHERE username='' OR '1'='1'; --,70,9,5,1,0.919,Malicious
3928,DELETE FROM logs WHERE timestamp < '2024-01-01';,146,10,5,3,0.4581,Safe
3929,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",85,8,1,0,0.7524,Safe
3930,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",159,8,2,3,0.6377,Malicious
3931,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",71,0,5,0,0.0207,Safe
3932,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",126,3,5,2,0.0706,Malicious
3933,DELETE FROM logs WHERE timestamp < '2024-01-01';,72,6,5,1,0.3041,Safe
3934,SELECT * FROM users WHERE username='john_doe' AND password='1234';,182,3,3,0,0.7056,Safe
3935,SELECT * FROM users WHERE username='john_doe' AND password='1234';,72,3,4,3,0.4797,Safe
3936,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",116,6,5,3,0.6178,Safe
3937,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",23,1,2,3,0.6948,Malicious
3938,DROP TABLE users; --,172,7,5,1,0.0666,Malicious
3939,DROP TABLE users; --,71,4,3,3,0.317,Malicious
3940,SELECT * FROM users WHERE username='' OR '1'='1'; --,176,2,5,2,0.1941,Malicious
3941,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",129,4,2,3,0.6297,Malicious
3942,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,95,2,4,2,0.4019,Malicious
3943,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",78,1,2,3,0.4141,Malicious
3944,SELECT COUNT(*) FROM employees WHERE department='HR';,68,0,2,3,0.6263,Safe
3945,UPDATE accounts SET balance=5000 WHERE account_id=202;,33,10,2,2,0.5428,Safe
3946,UPDATE accounts SET balance=999999 WHERE account_id=202; --,25,3,3,3,0.8341,Malicious
3947,UPDATE accounts SET balance=999999 WHERE account_id=202; --,31,7,4,2,0.2795,Malicious
3948,UPDATE accounts SET balance=999999 WHERE account_id=202; --,106,7,3,1,0.2841,Malicious
3949,SELECT * FROM users WHERE username='john_doe' AND password='1234';,41,5,1,1,0.2676,Safe
3950,SELECT COUNT(*) FROM employees WHERE department='HR';,105,7,4,1,0.1044,Safe
3951,SELECT COUNT(*) FROM employees WHERE department='HR';,161,6,3,2,0.5249,Safe
3952,SELECT COUNT(*) FROM employees WHERE department='HR';,163,10,3,1,0.9782,Safe
3953,UPDATE accounts SET balance=5000 WHERE account_id=202;,154,10,4,2,0.8548,Safe
3954,UPDATE accounts SET balance=999999 WHERE account_id=202; --,62,8,3,2,0.8792,Malicious
3955,DROP TABLE users; --,114,10,2,3,0.9105,Malicious
3956,UPDATE accounts SET balance=5000 WHERE account_id=202;,73,5,4,3,0.8987,Safe
3957,UPDATE accounts SET balance=999999 WHERE account_id=202; --,34,2,1,2,0.7738,Malicious
3958,DELETE FROM logs WHERE timestamp < '2024-01-01';,119,1,5,1,0.3086,Safe
3959,UPDATE accounts SET balance=5000 WHERE account_id=202;,79,7,5,3,0.7469,Safe
3960,DELETE FROM logs WHERE timestamp < '2024-01-01';,36,8,5,0,0.8165,Safe
3961,SELECT COUNT(*) FROM employees WHERE department='HR';,150,7,1,0,0.4764,Safe
3962,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,144,10,4,1,0.5134,Malicious
3963,DELETE FROM logs WHERE timestamp < '2024-01-01';,173,0,2,3,0.1361,Safe
3964,SELECT COUNT(*) FROM employees WHERE department='HR';,69,6,2,1,0.5948,Safe
3965,SELECT COUNT(*) FROM employees WHERE department='HR';,34,1,5,2,0.596,Safe
3966,DELETE FROM logs WHERE timestamp < '2024-01-01';,120,9,1,3,0.9946,Safe
3967,SELECT COUNT(*) FROM employees WHERE department='HR';,114,7,5,1,0.4725,Safe
3968,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",100,4,2,0,0.2257,Safe
3969,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",37,8,1,1,0.2465,Malicious
3970,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",175,10,3,1,0.9513,Safe
3971,SELECT * FROM users WHERE username='john_doe' AND password='1234';,133,1,3,1,0.1124,Safe
3972,UPDATE accounts SET balance=999999 WHERE account_id=202; --,23,3,3,3,0.1167,Malicious
3973,DELETE FROM logs WHERE timestamp < '2024-01-01';,120,0,3,3,0.1497,Safe
3974,SELECT COUNT(*) FROM employees WHERE department='HR';,23,8,1,2,0.0865,Safe
3975,SELECT * FROM users WHERE username='' OR '1'='1'; --,173,7,5,0,0.8046,Malicious
3976,DELETE FROM logs WHERE timestamp < '2024-01-01';,178,2,2,3,0.7799,Safe
3977,SELECT * FROM users WHERE username='john_doe' AND password='1234';,29,5,2,3,0.8425,Safe
3978,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,106,9,3,3,0.5479,Malicious
3979,DROP TABLE users; --,190,2,3,0,0.0302,Malicious
3980,SELECT * FROM users WHERE username='john_doe' AND password='1234';,163,5,1,0,0.6511,Safe
3981,UPDATE accounts SET balance=999999 WHERE account_id=202; --,179,2,2,1,0.5472,Malicious
3982,UPDATE accounts SET balance=5000 WHERE account_id=202;,85,0,1,0,0.003,Safe
3983,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,198,3,5,1,0.099,Malicious
3984,DELETE FROM logs WHERE timestamp < '2024-01-01';,105,4,4,0,0.4258,Safe
3985,UPDATE accounts SET balance=5000 WHERE account_id=202;,82,2,2,2,0.4838,Safe
3986,SELECT * FROM users WHERE username='john_doe' AND password='1234';,157,10,5,0,0.6065,Safe
3987,SELECT * FROM users WHERE username='john_doe' AND password='1234';,158,6,3,0,0.3903,Safe
3988,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",108,10,1,1,0.8665,Safe
3989,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,78,10,1,2,0.7721,Malicious
3990,SELECT * FROM users WHERE username='john_doe' AND password='1234';,175,9,5,0,0.1072,Safe
3991,SELECT COUNT(*) FROM employees WHERE department='HR';,194,4,2,3,0.5625,Safe
3992,DELETE FROM logs WHERE timestamp < '2024-01-01';,46,5,1,2,0.0658,Safe
3993,DELETE FROM logs WHERE timestamp < '2024-01-01';,138,5,2,0,0.6475,Safe
3994,SELECT * FROM users WHERE username='' OR '1'='1'; --,140,10,1,2,0.4733,Malicious
3995,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",73,10,3,2,0.4405,Malicious
3996,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",189,7,4,3,0.9149,Malicious
3997,SELECT * FROM users WHERE username='john_doe' AND password='1234';,22,9,4,2,0.944,Safe
3998,SELECT * FROM users WHERE username='john_doe' AND password='1234';,185,7,1,2,0.8347,Safe
3999,UPDATE accounts SET balance=999999 WHERE account_id=202; --,39,10,3,0,0.8124,Malicious
4000,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,31,2,4,2,0.7192,Malicious
4001,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",33,6,3,0,0.2483,Malicious
4002,SELECT COUNT(*) FROM employees WHERE department='HR';,150,5,4,0,0.6995,Safe
4003,UPDATE accounts SET balance=5000 WHERE account_id=202;,21,4,5,3,0.2213,Safe
4004,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",139,5,4,0,0.2489,Malicious
4005,UPDATE accounts SET balance=5000 WHERE account_id=202;,35,3,1,3,0.8518,Safe
4006,SELECT COUNT(*) FROM employees WHERE department='HR';,64,1,5,0,0.1353,Safe
4007,SELECT COUNT(*) FROM employees WHERE department='HR';,160,5,5,1,0.8057,Safe
4008,SELECT COUNT(*) FROM employees WHERE department='HR';,37,0,1,3,0.885,Safe
4009,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,97,0,4,3,0.3519,Malicious
4010,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,107,9,1,2,0.1863,Malicious
4011,SELECT * FROM users WHERE username='john_doe' AND password='1234';,122,6,5,0,0.7708,Safe
4012,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",190,5,2,0,0.1855,Safe
4013,SELECT * FROM users WHERE username='john_doe' AND password='1234';,139,2,5,3,0.0256,Safe
4014,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",55,0,3,1,0.5883,Safe
4015,DELETE FROM logs WHERE timestamp < '2024-01-01';,134,8,4,1,0.3275,Safe
4016,UPDATE accounts SET balance=5000 WHERE account_id=202;,55,6,2,3,0.7212,Safe
4017,SELECT * FROM users WHERE username='' OR '1'='1'; --,112,3,1,1,0.4437,Malicious
4018,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",134,2,4,0,0.2123,Safe
4019,UPDATE accounts SET balance=999999 WHERE account_id=202; --,177,3,4,1,0.3238,Malicious
4020,DROP TABLE users; --,75,2,2,0,0.3727,Malicious
4021,SELECT * FROM users WHERE username='' OR '1'='1'; --,196,10,2,1,0.4694,Malicious
4022,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",128,10,3,1,0.3286,Safe
4023,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",68,3,5,3,0.324,Safe
4024,UPDATE accounts SET balance=999999 WHERE account_id=202; --,91,0,4,3,0.5389,Malicious
4025,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,37,6,2,3,0.2701,Malicious
4026,SELECT * FROM users WHERE username='john_doe' AND password='1234';,111,10,1,3,0.8143,Safe
4027,SELECT COUNT(*) FROM employees WHERE department='HR';,34,10,4,0,0.3407,Safe
4028,SELECT * FROM users WHERE username='john_doe' AND password='1234';,112,7,5,3,0.2784,Safe
4029,SELECT COUNT(*) FROM employees WHERE department='HR';,139,8,2,3,0.4001,Safe
4030,SELECT * FROM users WHERE username='john_doe' AND password='1234';,43,0,4,2,0.8719,Safe
4031,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",93,10,5,2,0.172,Malicious
4032,SELECT * FROM users WHERE username='' OR '1'='1'; --,156,7,3,2,0.5,Malicious
4033,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",79,6,3,2,0.6903,Safe
4034,UPDATE accounts SET balance=999999 WHERE account_id=202; --,92,10,1,1,0.4074,Malicious
4035,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",53,3,4,0,0.113,Safe
4036,DROP TABLE users; --,96,4,3,3,0.7125,Malicious
4037,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",193,6,3,0,0.587,Safe
4038,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",153,8,3,0,0.2482,Safe
4039,SELECT COUNT(*) FROM employees WHERE department='HR';,197,9,5,0,0.1081,Safe
4040,UPDATE accounts SET balance=5000 WHERE account_id=202;,85,9,2,0,0.7314,Safe
4041,SELECT COUNT(*) FROM employees WHERE department='HR';,124,9,5,3,0.8512,Safe
4042,SELECT * FROM users WHERE username='john_doe' AND password='1234';,166,10,1,1,0.3132,Safe
4043,DROP TABLE users; --,120,2,3,3,0.4541,Malicious
4044,UPDATE accounts SET balance=5000 WHERE account_id=202;,110,10,5,2,0.9007,Safe
4045,SELECT COUNT(*) FROM employees WHERE department='HR';,150,2,2,1,0.9832,Safe
4046,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",93,9,3,3,0.6279,Safe
4047,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,41,9,2,1,0.7312,Malicious
4048,UPDATE accounts SET balance=999999 WHERE account_id=202; --,83,9,5,2,0.0682,Malicious
4049,DELETE FROM logs WHERE timestamp < '2024-01-01';,36,3,2,3,0.0658,Safe
4050,UPDATE accounts SET balance=5000 WHERE account_id=202;,158,6,5,1,0.8804,Safe
4051,SELECT * FROM users WHERE username='' OR '1'='1'; --,48,10,5,1,0.5427,Malicious
4052,UPDATE accounts SET balance=5000 WHERE account_id=202;,149,4,1,1,0.0651,Safe
4053,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,195,9,1,3,0.0908,Malicious
4054,SELECT COUNT(*) FROM employees WHERE department='HR';,159,6,5,1,0.2136,Safe
4055,UPDATE accounts SET balance=5000 WHERE account_id=202;,31,6,4,2,0.4953,Safe
4056,DELETE FROM logs WHERE timestamp < '2024-01-01';,71,3,4,2,0.5926,Safe
4057,UPDATE accounts SET balance=5000 WHERE account_id=202;,90,1,3,3,0.103,Safe
4058,SELECT COUNT(*) FROM employees WHERE department='HR';,182,3,1,1,0.3552,Safe
4059,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",185,3,4,1,0.2916,Malicious
4060,UPDATE accounts SET balance=5000 WHERE account_id=202;,135,9,1,0,0.5519,Safe
4061,DELETE FROM logs WHERE timestamp < '2024-01-01';,79,1,1,0,0.5387,Safe
4062,SELECT COUNT(*) FROM employees WHERE department='HR';,189,6,4,0,0.4583,Safe
4063,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,32,10,4,2,0.6359,Malicious
4064,SELECT COUNT(*) FROM employees WHERE department='HR';,115,8,4,3,0.9404,Safe
4065,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",127,2,1,0,0.0214,Safe
4066,SELECT * FROM users WHERE username='john_doe' AND password='1234';,67,6,3,0,0.996,Safe
4067,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",172,2,1,1,0.464,Malicious
4068,UPDATE accounts SET balance=5000 WHERE account_id=202;,64,7,4,1,0.9429,Safe
4069,SELECT * FROM users WHERE username='john_doe' AND password='1234';,190,2,5,2,0.3833,Safe
4070,SELECT COUNT(*) FROM employees WHERE department='HR';,128,2,5,3,0.838,Safe
4071,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",121,4,1,0,0.3252,Malicious
4072,SELECT * FROM users WHERE username='' OR '1'='1'; --,22,0,1,3,0.5183,Malicious
4073,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",72,2,1,3,0.6295,Malicious
4074,DROP TABLE users; --,126,0,1,0,0.981,Malicious
4075,SELECT * FROM users WHERE username='john_doe' AND password='1234';,116,4,2,3,0.2611,Safe
4076,DROP TABLE users; --,102,6,4,2,0.2294,Malicious
4077,UPDATE accounts SET balance=5000 WHERE account_id=202;,81,3,4,3,0.5124,Safe
4078,SELECT COUNT(*) FROM employees WHERE department='HR';,146,3,3,1,0.9413,Safe
4079,SELECT * FROM users WHERE username='' OR '1'='1'; --,128,10,5,0,0.4511,Malicious
4080,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,167,7,1,2,0.2281,Malicious
4081,SELECT COUNT(*) FROM employees WHERE department='HR';,182,2,2,1,0.9736,Safe
4082,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",131,3,3,1,0.8961,Safe
4083,UPDATE accounts SET balance=5000 WHERE account_id=202;,77,7,3,3,0.7681,Safe
4084,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",197,2,1,3,0.313,Malicious
4085,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",192,5,1,2,0.7264,Safe
4086,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",74,0,4,0,0.0172,Malicious
4087,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",154,5,1,0,0.384,Malicious
4088,SELECT COUNT(*) FROM employees WHERE department='HR';,96,3,4,0,0.4384,Safe
4089,SELECT * FROM users WHERE username='john_doe' AND password='1234';,76,1,2,3,0.515,Safe
4090,UPDATE accounts SET balance=999999 WHERE account_id=202; --,80,0,3,2,0.0188,Malicious
4091,DELETE FROM logs WHERE timestamp < '2024-01-01';,197,5,1,2,0.6206,Safe
4092,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",127,4,5,1,0.4759,Safe
4093,DELETE FROM logs WHERE timestamp < '2024-01-01';,170,6,2,3,0.8326,Safe
4094,UPDATE accounts SET balance=5000 WHERE account_id=202;,85,2,2,1,0.6574,Safe
4095,SELECT COUNT(*) FROM employees WHERE department='HR';,122,5,4,3,0.677,Safe
4096,SELECT * FROM users WHERE username='' OR '1'='1'; --,59,3,5,0,0.6877,Malicious
4097,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",165,5,2,2,0.7534,Malicious
4098,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",99,0,3,0,0.314,Safe
4099,DROP TABLE users; --,69,1,3,1,0.5775,Malicious
4100,SELECT * FROM users WHERE username='' OR '1'='1'; --,128,3,2,3,0.7366,Malicious
4101,SELECT * FROM users WHERE username='' OR '1'='1'; --,63,10,3,2,0.2189,Malicious
4102,UPDATE accounts SET balance=5000 WHERE account_id=202;,150,6,4,1,0.6446,Safe
4103,UPDATE accounts SET balance=5000 WHERE account_id=202;,111,4,1,3,0.5609,Safe
4104,SELECT * FROM users WHERE username='john_doe' AND password='1234';,31,0,1,1,0.0935,Safe
4105,DROP TABLE users; --,182,5,4,3,0.3038,Malicious
4106,DROP TABLE users; --,143,8,2,1,0.3753,Malicious
4107,UPDATE accounts SET balance=5000 WHERE account_id=202;,46,3,5,0,0.6074,Safe
4108,UPDATE accounts SET balance=5000 WHERE account_id=202;,197,3,2,1,0.4892,Safe
4109,SELECT * FROM users WHERE username='john_doe' AND password='1234';,143,1,5,3,0.0703,Safe
4110,SELECT * FROM users WHERE username='' OR '1'='1'; --,24,4,2,3,0.3434,Malicious
4111,DELETE FROM logs WHERE timestamp < '2024-01-01';,46,4,2,2,0.5422,Safe
4112,SELECT * FROM users WHERE username='' OR '1'='1'; --,97,8,2,2,0.9025,Malicious
4113,SELECT * FROM users WHERE username='john_doe' AND password='1234';,134,0,2,2,0.5513,Safe
4114,UPDATE accounts SET balance=5000 WHERE account_id=202;,156,5,4,1,0.4847,Safe
4115,DELETE FROM logs WHERE timestamp < '2024-01-01';,186,1,5,3,0.5616,Safe
4116,DROP TABLE users; --,160,4,1,1,0.6053,Malicious
4117,DELETE FROM logs WHERE timestamp < '2024-01-01';,103,8,2,1,0.3909,Safe
4118,DROP TABLE users; --,20,10,2,2,0.2053,Malicious
4119,SELECT * FROM users WHERE username='' OR '1'='1'; --,31,7,5,0,0.2112,Malicious
4120,DROP TABLE users; --,54,2,2,0,0.34,Malicious
4121,SELECT * FROM users WHERE username='john_doe' AND password='1234';,68,10,3,3,0.8683,Safe
4122,DROP TABLE users; --,169,1,2,0,0.6313,Malicious
4123,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,159,3,2,0,0.3223,Malicious
4124,DROP TABLE users; --,89,10,4,2,0.2821,Malicious
4125,SELECT COUNT(*) FROM employees WHERE department='HR';,83,3,5,1,0.0094,Safe
4126,DROP TABLE users; --,83,3,3,2,0.8023,Malicious
4127,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",136,7,1,1,0.5569,Safe
4128,SELECT * FROM users WHERE username='' OR '1'='1'; --,111,10,4,0,0.3963,Malicious
4129,UPDATE accounts SET balance=999999 WHERE account_id=202; --,96,0,1,3,0.6963,Malicious
4130,UPDATE accounts SET balance=999999 WHERE account_id=202; --,139,10,3,2,0.0959,Malicious
4131,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",47,9,1,3,0.8724,Malicious
4132,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,98,3,5,3,0.3313,Malicious
4133,DROP TABLE users; --,105,10,4,0,0.7225,Malicious
4134,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",62,5,2,2,0.4516,Malicious
4135,DELETE FROM logs WHERE timestamp < '2024-01-01';,81,2,3,3,0.8704,Safe
4136,DELETE FROM logs WHERE timestamp < '2024-01-01';,94,7,4,3,0.3511,Safe
4137,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",131,9,1,3,0.2636,Safe
4138,UPDATE accounts SET balance=999999 WHERE account_id=202; --,169,9,5,0,0.6755,Malicious
4139,SELECT * FROM users WHERE username='' OR '1'='1'; --,188,7,1,3,0.6742,Malicious
4140,SELECT COUNT(*) FROM employees WHERE department='HR';,194,2,2,0,0.7736,Safe
4141,DELETE FROM logs WHERE timestamp < '2024-01-01';,132,0,1,0,0.7904,Safe
4142,DROP TABLE users; --,160,0,1,2,0.5185,Malicious
4143,DELETE FROM logs WHERE timestamp < '2024-01-01';,43,9,2,3,0.3175,Safe
4144,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,33,9,3,0,0.3746,Malicious
4145,DELETE FROM logs WHERE timestamp < '2024-01-01';,145,0,2,2,0.8952,Safe
4146,UPDATE accounts SET balance=999999 WHERE account_id=202; --,60,5,4,0,0.4011,Malicious
4147,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",25,8,1,3,0.8797,Malicious
4148,UPDATE accounts SET balance=5000 WHERE account_id=202;,151,8,4,2,0.9858,Safe
4149,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,154,10,1,3,0.6551,Malicious
4150,DELETE FROM logs WHERE timestamp < '2024-01-01';,152,3,5,3,0.7937,Safe
4151,SELECT * FROM users WHERE username='' OR '1'='1'; --,143,5,1,1,0.163,Malicious
4152,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",195,5,2,1,0.7973,Malicious
4153,SELECT * FROM users WHERE username='john_doe' AND password='1234';,112,9,5,0,0.0713,Safe
4154,SELECT * FROM users WHERE username='john_doe' AND password='1234';,156,4,1,3,0.9998,Safe
4155,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",147,6,4,2,0.3539,Safe
4156,DELETE FROM logs WHERE timestamp < '2024-01-01';,181,9,1,3,0.9056,Safe
4157,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",184,1,3,1,0.1552,Safe
4158,SELECT * FROM users WHERE username='john_doe' AND password='1234';,123,10,2,2,0.4073,Safe
4159,UPDATE accounts SET balance=5000 WHERE account_id=202;,39,1,3,3,0.8391,Safe
4160,UPDATE accounts SET balance=5000 WHERE account_id=202;,143,3,1,2,0.0914,Safe
4161,DELETE FROM logs WHERE timestamp < '2024-01-01';,53,9,3,3,0.0973,Safe
4162,SELECT * FROM users WHERE username='' OR '1'='1'; --,66,7,1,0,0.0241,Malicious
4163,SELECT * FROM users WHERE username='' OR '1'='1'; --,175,6,5,3,0.2625,Malicious
4164,SELECT * FROM users WHERE username='john_doe' AND password='1234';,59,4,3,0,0.7106,Safe
4165,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,167,9,2,1,0.1526,Malicious
4166,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",97,8,5,1,0.2007,Safe
4167,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",86,6,2,2,0.9774,Malicious
4168,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",197,2,4,1,0.4176,Safe
4169,DROP TABLE users; --,133,2,1,3,0.816,Malicious
4170,UPDATE accounts SET balance=999999 WHERE account_id=202; --,101,4,5,2,0.1657,Malicious
4171,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",80,0,2,3,0.8423,Safe
4172,SELECT COUNT(*) FROM employees WHERE department='HR';,134,7,1,1,0.8143,Safe
4173,DROP TABLE users; --,123,0,1,2,0.4234,Malicious
4174,SELECT * FROM users WHERE username='john_doe' AND password='1234';,31,9,1,0,0.6882,Safe
